,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
29019,29,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
24038,50,Private,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,1,Male
15423,42,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
8338,45,Private,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
41612,37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
12785,29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
7232,30,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
1367,66,Private,10th,6,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
26216,22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,United-States,0,0,Male
29540,41,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,United-States,0,0,Male
40369,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,0,Male
45338,33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
7290,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
46443,54,State-gov,12th,8,Never-married,Other-service,Own-child,White,United-States,0,0,Male
45468,31,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,United-States,1,1,Female
43399,60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
3828,36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
29425,37,Private,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
14390,60,Private,HS-grad,9,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Cambodia,0,0,Female
36542,66,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,United-States,0,0,Female
28613,40,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,United-States,0,0,Male
18108,37,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,United-States,0,0,Female
14946,35,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Male
36618,18,Never-worked,11th,7,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
29370,30,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Spouse,White,Mexico,0,0,Male
12005,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
37412,58,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Other,United-States,0,0,Female
11086,60,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
21917,42,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Puerto-Rico,0,0,Male
958,41,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Spouse,White,United-States,1,0,Female
4854,39,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,India,1,0,Male
32387,48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
3119,39,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
35212,66,Private,7th-8th,4,Divorced,Prof-specialty,Not-in-family,White,United-States,0,0,Male
41079,36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
47589,43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,United-States,0,0,Female
23561,27,Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
45801,35,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
9929,21,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
47956,36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
25496,38,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,Asian-Pac-Islander,Philippines,0,0,Male
27564,39,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
24798,29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,0,Male
1618,47,Private,Some-college,10,Divorced,Protective-serv,Unmarried,White,United-States,0,0,Female
9448,19,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,United-States,0,0,Male
45190,41,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
41134,18,Private,11th,7,Never-married,Other-service,Own-child,White,Peru,0,0,Male
7822,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
30546,47,Private,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
9589,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
10884,18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,United-States,0,0,Male
47059,38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
31619,42,Private,Some-college,10,Widowed,Sales,Unmarried,Black,United-States,0,0,Female
21658,63,Private,Masters,14,Separated,Prof-specialty,Not-in-family,White,United-States,1,0,Female
18292,23,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
39129,18,Private,12th,8,Never-married,Prof-specialty,Other-relative,Black,United-States,0,0,Male
2123,40,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,United-States,0,0,Female
40090,23,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Male
22397,56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
30599,27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Philippines,0,0,Female
75,17,Private,10th,6,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
9360,30,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Spouse,Black,United-States,0,0,Male
45792,29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,United-States,0,1,Male
32953,40,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,Black,United-States,0,0,Male
11718,69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,0,Male
20173,39,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
44995,33,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Mexico,0,0,Male
4049,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,United-States,0,0,Male
43791,42,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Male
18795,29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
24277,40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
8252,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
14000,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,Black,United-States,1,0,Male
11452,34,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Spouse,Other,Mexico,0,0,Male
23466,41,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,United-States,0,1,Female
46585,40,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,United-States,0,0,Male
10747,37,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
26587,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,United-States,0,1,Male
7112,34,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,United-States,0,0,Female
36456,27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Poland,0,0,Male
24115,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,1,1,Male
27930,25,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Male
39372,51,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,United-States,0,0,Female
2476,33,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Spouse,Black,United-States,0,1,Male
32415,71,Private,Masters,14,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
43401,37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
30880,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
41282,20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
45405,64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
47184,50,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,United-States,0,0,Female
3635,23,Private,Some-college,10,Never-married,Other-service,Own-child,White,Japan,0,1,Male
1509,32,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,United-States,0,0,Female
19361,40,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
13212,45,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
1853,48,Self-emp-not-inc,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,United-States,0,0,Female
41659,59,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
23297,41,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,United-States,0,0,Male
5992,61,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,United-States,0,0,Male
44408,28,Local-gov,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,United-States,0,0,Male
21419,41,Federal-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,United-States,0,0,Male
47729,28,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
45360,39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,United-States,0,0,Male
8463,43,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,1,1,Male
19442,21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,United-States,0,0,Male
6331,22,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
22496,23,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Male
41928,22,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,United-States,0,0,Male
34897,33,Private,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,United-States,0,1,Female
3082,62,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,1,1,Female
34228,41,Private,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,United-States,0,0,Female
13233,57,Private,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
2213,28,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
41196,46,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
31805,43,Private,Some-college,10,Divorced,Sales,Unmarried,White,United-States,1,1,Female
40264,59,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,Black,United-States,1,1,Male
4090,32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
24415,18,Private,11th,7,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
30761,61,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
32414,25,Local-gov,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,United-States,0,0,Female
36229,63,Private,10th,6,Widowed,Farming-fishing,Unmarried,White,United-States,0,1,Female
36808,55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
14697,64,Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,United-States,0,0,Male
20759,37,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,United-States,1,1,Female
35069,55,Self-emp-not-inc,10th,6,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
3918,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
40647,26,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,1,0,Male
42796,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Male
12272,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
44627,45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
10799,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
20924,59,Private,9th,5,Widowed,Other-service,Unmarried,Black,United-States,0,0,Female
27958,41,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
30560,22,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,1,Male
45889,41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Female
24731,52,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,United-States,0,0,Female
22264,22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
23713,46,Private,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,1,Male
44591,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
21146,32,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
34102,57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
31359,31,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,United-States,0,0,Male
24414,31,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,United-States,0,1,Female
23352,56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,1,Male
18242,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
7979,36,Private,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,Portugal,0,0,Male
20170,53,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,Black,United-States,1,0,Male
37311,41,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Spouse,White,Mexico,0,0,Male
17407,35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
32538,19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,1,Female
27928,47,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Spouse,White,El-Salvador,0,0,Male
20241,43,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,United-States,0,1,Male
7078,22,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,United-States,0,0,Male
21455,23,Private,Bachelors,13,Never-married,Sales,Own-child,White,United-States,0,0,Male
8671,58,Private,HS-grad,9,Divorced,Sales,Unmarried,White,United-States,0,0,Female
21393,39,Private,Masters,14,Married-civ-spouse,Transport-moving,Spouse,White,Poland,0,0,Male
14594,45,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
12094,53,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,India,0,0,Female
22953,26,Private,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Jamaica,0,1,Female
16508,66,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
36880,40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Male
1635,32,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,United-States,0,0,Female
29468,45,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,Black,United-States,1,0,Male
2085,81,Self-emp-not-inc,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,United-States,0,0,Male
42259,22,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,United-States,0,0,Male
31179,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
15146,61,Private,12th,8,Divorced,Protective-serv,Not-in-family,White,Cuba,0,0,Male
37140,38,Private,9th,5,Married-civ-spouse,Other-service,Spouse,Black,Haiti,0,0,Female
21261,45,Private,9th,5,Separated,Prof-specialty,Own-child,Black,United-States,0,0,Male
35211,59,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
12631,30,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
5555,36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
342,31,Private,5th-6th,3,Married-civ-spouse,Other-service,Spouse,White,Mexico,0,0,Male
37550,29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Female
10486,22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Male
10647,50,Without-pay,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,United-States,1,0,Female
6342,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
28941,22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,United-States,0,0,Female
32905,33,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,Other,United-States,0,1,Female
43818,46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
40473,34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,1,Male
20527,39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Female
43159,25,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Vietnam,0,0,Male
18949,37,Self-emp-not-inc,Some-college,10,Separated,Other-service,Own-child,White,Cuba,0,0,Female
